pl_name,ra,dec,st_dist,x,y,z
Kepler-155 c,288.495833,51.081947,295.99,,,
Kepler-1550 b,287.764560,38.294704,1202.00,,,
Kepler-1551 b,295.785514,39.907921,1560.00,,,
Kepler-1552 b,291.676831,38.874915,618.00,,,
Kepler-1553 b,291.919159,39.022273,719.00,,,
Kepler-1554 b,286.576164,41.741473,982.00,,,
Kepler-1555 b,287.635473,45.716061,1382.00,,,
Kepler-1556 b,288.397002,40.213200,1060.00,,,
Kepler-1557 b,293.881413,46.838879,1532.00,,,
Kepler-1558 b,286.819367,46.911694,343.00,,,
Kepler-1559 b,292.286580,42.072456,580.00,,,
Kepler-156 b,290.296515,37.749490,449.22,,,
Kepler-156 c,290.296515,37.749490,449.22,,,
Kepler-1560 b,292.784608,43.215984,529.00,,,
Kepler-1561 b,296.923604,43.566467,993.00,,,
Kepler-1562 b,294.455709,46.743614,1315.00,,,
Kepler-1563 b,288.573588,51.472755,547.00,,,
Kepler-1564 b,290.586124,46.642689,872.00,,,
Kepler-1565 b,297.952967,40.806808,657.00,,,
Kepler-1566 b,283.587614,40.574927,511.00,,,
Kepler-1567 b,286.695200,40.291819,1226.00,,,
Kepler-1568 b,289.182664,47.873383,883.00,,,
Kepler-1569 b,292.204706,37.221220,1050.00,,,
Kepler-157 b,291.097225,38.875609,791.27,,,
Kepler-157 c,291.097225,38.875609,791.27,,,
Kepler-157 d,291.097225,38.875609,791.27,,,
Kepler-1570 b,299.861833,45.827354,463.00,,,
Kepler-1571 b,300.935406,45.596546,802.00,,,
Kepler-1572 b,281.897275,46.722633,600.00,,,
Kepler-1573 b,292.988348,49.484970,1180.00,,,
Kepler-1574 b,292.158664,49.637760,1275.00,,,
Kepler-1575 b,293.743250,45.761597,1170.00,,,
Kepler-1576 b,289.073975,40.366015,539.00,,,
Kepler-1577 b,292.955275,47.573105,543.00,,,
Kepler-1578 b,288.302000,47.775555,1016.00,,,
Kepler-1579 b,293.288009,43.514988,466.00,,,
Kepler-158 b,284.032244,39.781348,318.06,,,
Kepler-158 c,284.032244,39.781348,318.06,,,
Kepler-1580 b,285.968722,41.363559,872.00,,,
Kepler-1581 b,287.371261,39.603581,443.00,,,
Kepler-1582 b,289.376650,41.158613,112.00,,,
Kepler-1583 b,286.386934,47.016628,357.00,,,
Kepler-1584 b,287.762683,43.274429,1325.00,,,
Kepler-1585 b,296.159005,44.563114,1269.00,,,
Kepler-1586 b,298.202609,44.925827,864.00,,,
Kepler-1587 b,292.677726,49.663910,907.00,,,
Kepler-1588 b,288.232715,48.002178,658.00,,,
Kepler-1589 b,294.441792,40.571686,1418.00,,,
Kepler-159 b,297.070170,40.868784,377.79,,,
Kepler-159 c,297.070170,40.868784,377.79,,,
Kepler-1590 b,291.407812,48.017891,900.00,,,
Kepler-1591 b,296.516659,44.608608,1090.00,,,
Kepler-1592 b,293.850646,38.397749,1349.00,,,
Kepler-1593 b,300.488180,44.460670,755.00,,,
Kepler-1594 b,293.623090,47.961914,1100.00,,,
Kepler-1595 b,285.722721,43.009480,841.00,,,
Kepler-1596 b,285.557511,49.330074,1166.00,,,
Kepler-1597 b,288.163973,42.481083,1255.00,,,
Kepler-1598 b,288.469102,46.783680,734.00,,,
Kepler-1599 b,286.220889,41.151251,1004.00,,,
Kepler-16 b,289.075710,51.757439,75.25,,,
Kepler-160 b,287.773581,42.869286,962.92,,,
Kepler-160 c,287.773581,42.869286,962.92,,,
Kepler-160 d,287.773581,42.869286,962.92,,,
Kepler-1600 b,291.399384,38.787752,992.00,,,
Kepler-1601 b,285.512943,38.079748,660.00,,,
Kepler-1602 b,293.580858,40.427478,815.00,,,
Kepler-1603 b,295.329843,42.534966,1751.00,,,
Kepler-1604 b,285.410633,44.412212,562.00,,,
Kepler-1605 b,287.134895,47.488621,224.00,,,
Kepler-1606 b,286.378264,43.073250,880.00,,,
Kepler-1607 b,296.059869,42.656051,735.00,,,
Kepler-1608 b,295.563558,39.417606,832.00,,,
Kepler-1609 b,290.146555,39.665821,1483.00,,,
Kepler-161 b,290.516491,43.083824,440.15,,,
Kepler-161 c,290.516491,43.083824,440.15,,,
Kepler-1610 b,295.905010,45.405434,1063.00,,,
Kepler-1611 b,296.512049,49.727764,686.00,,,
Kepler-1612 b,291.250279,45.655075,837.00,,,
Kepler-1613 b,289.875041,43.420963,855.00,,,
Kepler-1614 b,284.871334,49.775913,982.00,,,
Kepler-1615 b,286.359226,42.227478,940.00,,,
Kepler-1616 b,286.543637,45.304874,862.00,,,
Kepler-1617 b,287.937219,46.418491,813.00,,,
Kepler-1618 b,295.175391,45.930908,1238.00,,,
Kepler-1619 b,285.703472,44.422001,520.00,,,
Kepler-162 b,297.278910,43.724018,877.01,,,
Kepler-162 c,297.278910,43.724018,877.01,,,
Kepler-1620 b,297.270876,46.928417,773.00,,,
Kepler-1621 b,297.588518,43.841221,1461.00,,,
Kepler-1622 b,297.328910,47.815472,927.00,,,
Kepler-1623 b,294.082695,39.556103,986.00,,,
Kepler-1624 b,292.579860,37.376411,199.00,,,
Kepler-1625 b,295.429347,39.886547,1213.00,,,
Kepler-1626 b,296.500445,40.721230,1718.00,,,
Kepler-1627 b,284.056684,41.576733,311.00,,,
Kepler-1628 b,281.633700,43.411579,352.00,,,
Kepler-1629 b,280.206621,43.774297,390.00,,,
Kepler-163 b,295.002819,46.987328,703.69,,,
Kepler-163 c,295.002819,46.987328,703.69,,,
Kepler-1630 b,297.508294,43.710953,278.00,,,
Kepler-1631 b,294.632570,43.807671,1190.00,,,
Kepler-1632 b,294.494859,43.913620,584.00,,,
Kepler-1633 b,288.515202,44.923225,811.00,,,
Kepler-1634 b,294.043409,45.139786,654.00,,,
Kepler-1635 b,285.348993,45.556183,1084.00,,,
Kepler-1636 b,294.057625,46.441031,1567.00,,,
Kepler-1637 b,282.236848,48.154297,506.00,,,
Kepler-1638 b,295.482407,48.524445,879.00,,,
Kepler-1639 b,283.068632,48.802086,1168.00,,,
Kepler-164 b,287.780828,47.629913,914.18,,,
Kepler-164 c,287.780828,47.629913,914.18,,,
Kepler-164 d,287.780828,47.629913,914.18,,,
Kepler-1640 b,294.557890,40.850498,1379.00,,,
Kepler-1641 b,296.359440,41.574532,961.00,,,
Kepler-1641 c,296.359440,41.574532,961.00,,,
Kepler-1642 b,297.212160,43.643719,447.00,,,
Kepler-1642 c,297.212160,43.643719,447.00,,,
Kepler-1643 b,300.431000,44.751011,414.00,,,
Kepler-1644 b,285.475055,48.034935,592.00,,,
Kepler-1645 b,297.479473,48.418571,844.00,,,
Kepler-1646 b,287.526422,42.912908,81.00,,,
Kepler-1647 b,298.150086,40.656175,1256.00,,,
Kepler-1649 b,292.503769,41.830421,92.43,,,
Kepler-1649 c,292.503769,41.830421,92.43,,,
Kepler-165 b,280.691016,47.809735,570.07,,,
Kepler-165 c,280.691016,47.809735,570.07,,,
Kepler-1650 b,297.729255,42.866898,120.50,,,
Kepler-1651 b,283.628354,48.391022,69.40,,,
Kepler-1652 b,294.366085,49.915058,252.00,,,
Kepler-1653 b,296.457755,41.266024,755.00,,,
Kepler-1654 b,282.185812,44.434486,577.60,,,
Kepler-1655 b,286.689452,39.211929,214.58,,,
Kepler-1656 b,284.472168,39.911824,186.88,,,
Kepler-1658 b,294.356546,38.947376,806.07,,,
Kepler-166 b,293.160171,48.881191,614.16,,,
Kepler-166 c,293.160171,48.881191,614.16,,,
Kepler-166 d,293.160171,48.881191,614.16,,,
Kepler-1661 b,285.167120,41.967079,415.52,,,
Kepler-1663 b,290.401508,48.822589,341.22,,,
Kepler-1665 b,290.396178,41.040081,338.80,,,
Kepler-1666 b,297.951578,46.264717,1434.42,,,
Kepler-1666 c,297.951578,46.264717,1434.42,,,
Kepler-1667 b,283.532958,48.094261,638.35,,,
Kepler-1668 b,297.352316,46.095931,1386.19,,,
Kepler-1669 b,297.430378,39.847843,551.78,,,
Kepler-167 b,292.658441,38.345413,330.00,,,
Kepler-167 c,292.658441,38.345413,330.00,,,
Kepler-167 d,292.658441,38.345413,330.00,,,
Kepler-167 e,292.658441,38.345413,330.00,,,
Kepler-1670 b,290.326514,43.121834,2198.41,,,
Kepler-1671 b,291.748372,39.446877,360.77,,,
Kepler-1672 b,297.940159,40.278626,395.58,,,
Kepler-1673 b,285.667089,48.719566,742.78,,,
Kepler-1674 b,294.816093,45.306118,1042.07,,,
Kepler-1675 b,283.809520,41.041238,663.58,,,
Kepler-1677 b,298.493295,47.013039,751.23,,,
Kepler-1678 b,292.591635,38.399661,867.94,,,
Kepler-1679 b,293.900567,50.427055,932.63,,,
Kepler-168 b,294.710165,39.825104,1396.00,,,
Kepler-168 c,294.710165,39.825104,1396.00,,,
Kepler-1680 b,297.074653,39.933859,313.12,,,
Kepler-1681 b,296.697261,46.371712,652.25,,,
Kepler-1682 b,293.983579,39.572884,1197.63,,,
Kepler-1683 b,298.450123,44.284016,748.64,,,
Kepler-1684 b,294.005379,46.310654,633.05,,,
Kepler-1685 b,296.188288,43.936848,1178.83,,,
Kepler-1686 b,291.606728,42.035927,745.49,,,
Kepler-1687 b,289.742756,50.787037,422.02,,,
Kepler-1688 b,289.552994,41.297852,567.45,,,
Kepler-1689 b,291.574217,38.655952,296.63,,,
Kepler-169 b,285.999891,40.919329,411.34,,,
Kepler-169 c,285.999891,40.919329,411.34,,,
Kepler-169 d,285.999891,40.919329,411.34,,,
Kepler-169 e,285.999891,40.919329,411.34,,,
Kepler-169 f,285.999891,40.919329,411.34,,,
Kepler-1690 b,288.156708,41.877968,718.30,,,
Kepler-1691 b,286.254417,41.021866,1315.60,,,
Kepler-1692 b,286.924298,47.053745,601.22,,,
Kepler-1693 b,290.201621,48.185822,776.92,,,
Kepler-1694 b,293.793565,40.240932,521.00,,,
Kepler-1695 b,293.619259,46.413338,809.50,,,
Kepler-1696 b,295.576074,42.023365,1571.34,,,
Kepler-1697 b,287.663392,43.471455,249.56,,,
Kepler-1698 b,293.344989,39.257812,223.78,,,
Kepler-17 b,298.395274,47.815006,800.00,,,
Kepler-170 b,284.521193,41.629604,754.64,,,
Kepler-170 c,284.521193,41.629604,754.64,,,
Kepler-1700 b,286.949712,45.353828,732.73,,,
Kepler-1701 b,286.608886,41.889339,594.10,,,
Kepler-1702 b,284.972497,44.567548,878.23,,,
Kepler-171 b,296.771914,41.755537,885.43,,,
Kepler-171 c,296.771914,41.755537,885.43,,,
Kepler-171 d,296.771914,41.755537,885.43,,,
Kepler-172 b,283.368413,41.821857,848.56,,,
Kepler-172 c,283.368413,41.821857,848.56,,,
Kepler-172 d,283.368413,41.821857,848.56,,,
Kepler-172 e,283.368413,41.821857,848.56,,,
Kepler-173 b,294.646695,41.884106,853.39,,,
Kepler-173 c,294.646695,41.884106,853.39,,,
Kepler-174 b,287.439194,43.832092,389.07,,,
Kepler-174 c,287.439194,43.832092,389.07,,,
Kepler-174 d,287.439194,43.832092,389.07,,,
Kepler-175 b,289.553283,43.876183,1363.39,,,
Kepler-175 c,289.553283,43.876183,1363.39,,,
Kepler-176 b,294.667956,43.853259,535.40,,,
Kepler-176 c,294.667956,43.853259,535.40,,,
Kepler-176 d,294.667956,43.853259,535.40,,,
Kepler-176 e,294.667956,43.853259,535.40,,,
Kepler-177 b,286.047132,45.053207,1497.42,,,
Kepler-177 c,286.047132,45.053207,1497.42,,,
Kepler-178 b,287.101089,46.896477,731.04,,,
Kepler-178 c,287.101089,46.896477,731.04,,,
Kepler-178 d,287.101089,46.896477,731.04,,,
Kepler-179 b,298.663735,47.762043,616.39,,,
Kepler-179 c,298.663735,47.762043,616.39,,,
Kepler-18 b,298.079439,44.746321,438.51,,,
Kepler-18 c,298.079439,44.746321,438.51,,,
Kepler-18 d,298.079439,44.746321,438.51,,,
Kepler-180 b,295.571343,49.774586,709.83,,,
Kepler-180 c,295.571343,49.774586,709.83,,,
Kepler-181 b,296.151402,50.095806,620.09,,,
Kepler-181 c,296.151402,50.095806,620.09,,,
Kepler-182 b,289.830114,50.586246,1621.79,,,
Kepler-182 c,289.830114,50.586246,1621.79,,,
Kepler-183 b,293.530848,39.315898,1082.60,,,
Kepler-183 c,293.530848,39.315898,1082.60,,,
Kepler-184 b,291.951908,43.074715,621.24,,,
Kepler-184 c,291.951908,43.074715,621.24,,,
Kepler-184 d,291.951908,43.074715,621.24,,,
Kepler-185 b,282.468103,43.889915,473.07,,,
Kepler-185 c,282.468103,43.889915,473.07,,,
Kepler-186 b,298.652714,43.955017,172.00,,,
Kepler-186 c,298.652714,43.955017,172.00,,,
Kepler-186 d,298.652714,43.955017,172.00,,,
Kepler-186 e,298.652714,43.955017,172.00,,,
Kepler-186 f,298.652714,43.955017,172.00,,,
Kepler-187 b,299.796456,44.089306,1180.86,,,
Kepler-187 c,299.796456,44.089306,1180.86,,,
Kepler-188 b,281.279710,44.315533,996.09,,,
Kepler-188 c,281.279710,44.315533,996.09,,,
Kepler-189 b,287.564731,44.305004,601.75,,,
Kepler-189 c,287.564731,44.305004,601.75,,,
Kepler-19 b,290.420839,37.851786,219.95,,,
Kepler-19 c,290.420839,37.851786,219.95,,,
Kepler-19 d,290.420839,37.851786,219.95,,,
Kepler-190 b,288.584039,44.733799,438.88,,,
Kepler-190 c,288.584039,44.733799,438.88,,,
Kepler-191 b,291.183386,45.323177,604.75,,,
Kepler-191 c,291.183386,45.323177,604.75,,,
Kepler-191 d,291.183386,45.323177,604.75,,,
Kepler-192 b,287.917924,45.592876,664.14,,,
Kepler-192 c,287.917924,45.592876,664.14,,,
Kepler-192 d,287.917924,45.592876,664.14,,,
Kepler-193 b,296.498596,46.577244,1038.87,,,
Kepler-193 c,296.498596,46.577244,1038.87,,,
Kepler-194 b,291.971445,47.864174,1133.48,,,
Kepler-194 c,291.971445,47.864174,1133.48,,,
Kepler-194 d,291.971445,47.864174,1133.48,,,
Kepler-195 b,288.120962,47.966667,664.47,,,
Kepler-195 c,288.120962,47.966667,664.47,,,
Kepler-196 b,284.968519,42.079205,457.26,,,
Kepler-196 c,284.968519,42.079205,457.26,,,
Kepler-197 b,295.226435,50.559006,333.75,,,
Kepler-197 c,295.226435,50.559006,333.75,,,
Kepler-197 d,295.226435,50.559006,333.75,,,
Kepler-197 e,295.226435,50.559006,333.75,,,
Kepler-198 b,290.673130,38.691011,502.52,,,
Kepler-198 c,290.673130,38.691011,502.52,,,
Kepler-198 d,290.673130,38.691011,502.52,,,
Kepler-199 b,295.559419,40.236271,528.99,,,
Kepler-199 c,295.559419,40.236271,528.99,,,
Kepler-20 b,287.698004,42.338726,284.88,,,
Kepler-20 c,287.698004,42.338726,284.88,,,
Kepler-20 d,287.698004,42.338726,284.88,,,
Kepler-20 e,287.698004,42.338726,284.88,,,
Kepler-20 f,287.698004,42.338726,284.88,,,
Kepler-20 g,287.698004,42.338726,284.88,,,
Kepler-200 b,284.409920,41.237465,678.93,,,
Kepler-200 c,284.409920,41.237465,678.93,,,
Kepler-201 b,293.626040,41.272827,648.18,,,
Kepler-201 c,293.626040,41.272827,648.18,,,
Kepler-202 b,282.973419,41.322006,287.48,,,
Kepler-202 c,282.973419,41.322006,287.48,,,
Kepler-203 b,297.089977,41.388039,717.73,,,
Kepler-203 c,297.089977,41.388039,717.73,,,
Kepler-203 d,297.089977,41.388039,717.73,,,
Kepler-204 b,285.347187,41.761925,700.59,,,
Kepler-204 c,285.347187,41.761925,700.59,,,
Kepler-205 b,285.287111,41.861172,160.46,,,
Kepler-205 c,285.287111,41.861172,160.46,,,
Kepler-206 b,291.634678,41.833866,604.81,,,
Kepler-206 c,291.634678,41.833866,604.81,,,
Kepler-206 d,291.634678,41.833866,604.81,,,
Kepler-207 b,290.030517,42.166050,898.20,,,
Kepler-207 c,290.030517,42.166050,898.20,,,
Kepler-207 d,290.030517,42.166050,898.20,,,
Kepler-208 b,293.890206,42.528008,793.01,,,
Kepler-208 c,293.890206,42.528008,793.01,,,
Kepler-208 d,293.890206,42.528008,793.01,,,
Kepler-208 e,293.890206,42.528008,793.01,,,
Kepler-209 b,291.169537,42.640812,586.68,,,
Kepler-209 c,291.169537,42.640812,586.68,,,
Kepler-21 b,287.361816,38.714016,108.86,,,
Kepler-210 b,292.503389,43.083149,234.33,,,
Kepler-210 c,292.503389,43.083149,234.33,,,
Kepler-211 b,285.439151,43.168484,312.14,,,
Kepler-211 c,285.439151,43.168484,312.14,,,
Kepler-212 b,287.620834,43.141678,701.04,,,
Kepler-212 c,287.620834,43.141678,701.04,,,
Kepler-213 b,290.824182,44.647186,646.74,,,
Kepler-213 c,290.824182,44.647186,646.74,,,
Kepler-214 b,284.754851,44.956032,1252.07,,,
Kepler-214 c,284.754851,44.956032,1252.07,,,
Kepler-215 b,294.973509,45.213688,492.90,,,
Kepler-215 c,294.973509,45.213688,492.90,,,
Kepler-215 d,294.973509,45.213688,492.90,,,
Kepler-215 e,294.973509,45.213688,492.90,,,
Kepler-216 b,293.728072,46.129154,1229.44,,,
Kepler-216 c,293.728072,46.129154,1229.44,,,
Kepler-217 b,293.037744,46.277508,1140.95,,,
Kepler-217 c,293.037744,46.277508,1140.95,,,
Kepler-217 d,293.037744,46.277508,1140.95,,,
Kepler-218 b,295.412811,46.266472,669.02,,,
Kepler-218 c,295.412811,46.266472,669.02,,,
Kepler-218 d,295.412811,46.266472,669.02,,,
Kepler-219 b,288.738980,46.762558,805.30,,,
Kepler-219 c,288.738980,46.762558,805.30,,,
Kepler-219 d,288.738980,46.762558,805.30,,,
Kepler-22 b,289.217484,47.884464,190.00,,,
Kepler-220 b,291.506237,46.895779,171.96,,,
Kepler-220 c,291.506237,46.895779,171.96,,,
Kepler-220 d,291.506237,46.895779,171.96,,,
Kepler-220 e,291.506237,46.895779,171.96,,,
Kepler-221 b,296.654765,46.835270,389.55,,,
Kepler-221 c,296.654765,46.835270,389.55,,,
Kepler-221 d,296.654765,46.835270,389.55,,,
Kepler-221 e,296.654765,46.835270,389.55,,,
Kepler-222 b,287.906100,46.937767,775.61,,,
Kepler-222 c,287.906100,46.937767,775.61,,,
Kepler-222 d,287.906100,46.937767,775.61,,,
Kepler-223 b,298.318356,47.279495,1960.49,,,
Kepler-223 c,298.318356,47.279495,1960.49,,,
Kepler-223 d,298.318356,47.279495,1960.49,,,
Kepler-223 e,298.318356,47.279495,1960.49,,,
Kepler-224 b,290.934287,47.357601,799.75,,,
Kepler-224 c,290.934287,47.357601,799.75,,,
Kepler-224 d,290.934287,47.357601,799.75,,,
Kepler-224 e,290.934287,47.357601,799.75,,,
Kepler-225 b,292.193984,47.457096,569.99,,,
Kepler-225 c,292.193984,47.457096,569.99,,,
Kepler-226 b,292.376129,47.880989,1008.14,,,
Kepler-226 c,292.376129,47.880989,1008.14,,,
Kepler-226 d,292.376129,47.880989,1008.14,,,
Kepler-227 b,291.934236,48.141651,1117.50,,,
Kepler-227 c,291.934236,48.141651,1117.50,,,
Kepler-228 b,296.286142,48.224667,1724.60,,,
Kepler-228 c,296.286142,48.224667,1724.60,,,
Kepler-228 d,296.286142,48.224667,1724.60,,,
Kepler-229 b,286.999471,48.375797,845.88,,,
Kepler-229 c,286.999471,48.375797,845.88,,,
Kepler-229 d,286.999471,48.375797,845.88,,,
Kepler-23 b,294.218924,49.479225,856.34,,,
Kepler-23 c,294.218924,49.479225,856.34,,,
Kepler-23 d,294.218924,49.479225,856.34,,,
Kepler-230 b,285.718538,48.505859,756.73,,,
Kepler-230 c,285.718538,48.505859,756.73,,,
Kepler-231 b,293.973353,50.531914,319.49,,,
Kepler-231 c,293.973353,50.531914,319.49,,,
Kepler-232 b,295.816158,51.121742,1402.96,,,
Kepler-232 c,295.816158,51.121742,1402.96,,,
Kepler-233 b,296.366522,51.319523,877.73,,,
Kepler-233 c,296.366522,51.319523,877.73,,,
Kepler-234 b,291.653519,38.494659,1821.01,,,
Kepler-234 c,291.653519,38.494659,1821.01,,,
Kepler-235 b,286.079103,39.278313,433.24,,,
Kepler-235 c,286.079103,39.278313,433.24,,,
Kepler-235 d,286.079103,39.278313,433.24,,,
Kepler-235 e,286.079103,39.278313,433.24,,,
Kepler-236 b,283.866378,39.898092,291.17,,,
Kepler-236 c,283.866378,39.898092,291.17,,,
Kepler-237 b,283.221387,40.421834,670.41,,,
Kepler-237 c,283.221387,40.421834,670.41,,,
Kepler-238 b,287.897113,40.637815,1897.73,,,
Kepler-238 c,287.897113,40.637815,1897.73,,,
Kepler-238 d,287.897113,40.637815,1897.73,,,
Kepler-238 e,287.897113,40.637815,1897.73,,,
Kepler-238 f,287.897113,40.637815,1897.73,,,
Kepler-239 b,294.202137,40.663406,660.07,,,
Kepler-239 c,294.202137,40.663406,660.07,,,
Kepler-24 b,290.413267,38.343754,1195.99,,,
Kepler-24 c,290.413267,38.343754,1195.99,,,
Kepler-24 d,290.413267,38.343754,1195.99,,,
Kepler-24 e,290.413267,38.343754,1195.99,,,
Kepler-240 b,291.158774,40.750263,762.74,,,
Kepler-240 c,291.158774,40.750263,762.74,,,
Kepler-241 b,292.913118,41.060921,609.86,,,
Kepler-241 c,292.913118,41.060921,609.86,,,
Kepler-242 b,286.565695,41.808403,610.60,,,
Kepler-242 c,286.565695,41.808403,610.60,,,
Kepler-243 b,285.110470,42.033958,707.94,,,
Kepler-243 c,285.110470,42.033958,707.94,,,
Kepler-244 b,287.242680,42.301369,1067.62,,,
Kepler-244 c,287.242680,42.301369,1067.62,,,
Kepler-244 d,287.242680,42.301369,1067.62,,,
Kepler-245 b,291.638965,42.436317,882.65,,,
Kepler-245 c,291.638965,42.436317,882.65,,,
Kepler-245 d,291.638965,42.436317,882.65,,,
Kepler-245 e,291.638965,42.436317,882.65,,,
Kepler-246 b,296.483427,42.663429,637.44,,,
Kepler-246 c,296.483427,42.663429,637.44,,,
Kepler-247 b,288.642531,43.039291,676.38,,,
Kepler-247 c,288.642531,43.039291,676.38,,,
Kepler-247 d,288.642531,43.039291,676.38,,,
Kepler-248 b,293.061384,43.581356,754.65,,,
Kepler-248 c,293.061384,43.581356,754.65,,,
Kepler-249 b,296.985068,43.658524,191.44,,,
Kepler-249 c,296.985068,43.658524,191.44,,,
Kepler-249 d,296.985068,43.658524,191.44,,,
Kepler-25 b,286.638393,39.487894,244.96,,,
Kepler-25 c,286.638393,39.487894,244.96,,,
Kepler-25 d,286.638393,39.487894,244.96,,,
Kepler-250 b,289.594765,44.141953,777.31,,,
Kepler-250 c,289.594765,44.141953,777.31,,,
Kepler-250 d,289.594765,44.141953,777.31,,,
Kepler-251 b,296.566237,44.105865,948.98,,,
Kepler-251 c,296.566237,44.105865,948.98,,,
Kepler-251 d,296.566237,44.105865,948.98,,,
Kepler-251 e,296.566237,44.105865,948.98,,,
Kepler-252 b,295.579345,44.545963,383.59,,,
Kepler-252 c,295.579345,44.545963,383.59,,,
Kepler-253 b,291.841992,44.858089,858.93,,,
Kepler-253 c,291.841992,44.858089,858.93,,,
Kepler-253 d,291.841992,44.858089,858.93,,,
Kepler-254 b,288.164701,45.816504,1446.45,,,
Kepler-254 c,288.164701,45.816504,1446.45,,,
Kepler-254 d,288.164701,45.816504,1446.45,,,
Kepler-255 b,296.064233,45.976841,1084.50,,,
Kepler-255 c,296.064233,45.976841,1084.50,,,
Kepler-255 d,296.064233,45.976841,1084.50,,,
Kepler-256 b,292.580445,46.097389,1057.36,,,
Kepler-256 c,292.580445,46.097389,1057.36,,,
Kepler-256 d,292.580445,46.097389,1057.36,,,
Kepler-256 e,292.580445,46.097389,1057.36,,,
Kepler-257 b,297.315994,46.023269,797.75,,,
Kepler-257 c,297.315994,46.023269,797.75,,,
Kepler-257 d,297.315994,46.023269,797.75,,,
Kepler-258 b,294.068490,46.579330,585.60,,,
Kepler-258 c,294.068490,46.579330,585.60,,,
Kepler-259 b,288.211929,46.615005,1031.58,,,
Kepler-259 c,288.211929,46.615005,1031.58,,,
Kepler-26 b,284.940997,46.566540,338.55,,,
Kepler-26 c,284.940997,46.566540,338.55,,,
Kepler-26 d,284.940997,46.566540,338.55,,,
Kepler-26 e,284.940997,46.566540,338.55,,,
Kepler-260 b,291.925972,38.014122,638.85,,,
Kepler-260 c,291.925972,38.014122,638.85,,,
Kepler-261 b,291.364773,37.609184,320.43,,,
Kepler-261 c,291.364773,37.609184,320.43,,,
Kepler-262 b,290.728675,37.252649,624.08,,,
Kepler-262 c,290.728675,37.252649,624.08,,,
Kepler-263 b,292.469762,37.567794,771.09,,,
Kepler-263 c,292.469762,37.567794,771.09,,,
Kepler-264 b,292.044615,37.376246,968.15,,,
Kepler-264 c,292.044615,37.376246,968.15,,,
Kepler-265 b,290.510478,41.244820,1328.21,,,
Kepler-265 c,290.510478,41.244820,1328.21,,,
Kepler-265 d,290.510478,41.244820,1328.21,,,
Kepler-265 e,290.510478,41.244820,1328.21,,,
Kepler-266 b,294.484378,44.166916,1425.27,,,
Kepler-266 c,294.484378,44.166916,1425.27,,,
Kepler-267 b,299.830387,47.157461,267.00,,,
Kepler-267 c,299.830387,47.157461,267.00,,,
Kepler-267 d,299.830387,47.157461,267.00,,,
Kepler-268 b,291.976175,38.055075,873.21,,,
Kepler-268 c,291.976175,38.055075,873.21,,,
Kepler-269 b,290.215171,41.775967,2418.83,,,
Kepler-269 c,290.215171,41.775967,2418.83,,,
Kepler-27 b,292.236769,41.085876,1075.10,,,
Kepler-27 c,292.236769,41.085876,1075.10,,,
Kepler-270 b,282.200100,44.422302,975.46,,,
Kepler-270 c,282.200100,44.422302,975.46,,,
Kepler-271 b,283.002980,44.284233,418.00,,,
Kepler-271 c,283.002980,44.284233,418.00,,,
Kepler-271 d,283.002980,44.284233,418.00,,,
Kepler-272 b,299.127524,47.593830,912.85,,,
Kepler-272 c,299.127524,47.593830,912.85,,,
Kepler-272 d,299.127524,47.593830,912.85,,,
Kepler-273 b,291.302209,47.697758,728.85,,,
Kepler-273 c,291.302209,47.697758,728.85,,,
Kepler-274 b,292.922774,38.477274,1385.51,,,
Kepler-274 c,292.922774,38.477274,1385.51,,,
Kepler-275 b,292.479713,38.514927,2155.20,,,
Kepler-275 c,292.479713,38.514927,2155.20,,,
Kepler-275 d,292.479713,38.514927,2155.20,,,
Kepler-276 b,293.568150,39.036326,1181.73,,,
Kepler-276 c,293.568150,39.036326,1181.73,,,
Kepler-276 d,293.568150,39.036326,1181.73,,,
Kepler-277 b,286.583175,39.077209,1004.88,,,
Kepler-277 c,286.583175,39.077209,1004.88,,,
Kepler-278 b,290.107193,38.702235,448.65,,,
Kepler-278 c,290.107193,38.702235,448.65,,,
Kepler-279 b,287.391224,42.194836,1069.20,,,
Kepler-279 c,287.391224,42.194836,1069.20,,,
Kepler-279 d,287.391224,42.194836,1069.20,,,
Kepler-28 b,292.137029,42.429420,443.92,,,
Kepler-28 c,292.137029,42.429420,443.92,,,
Kepler-280 b,291.390510,42.180588,798.21,,,
Kepler-280 c,291.390510,42.180588,798.21,,,
Kepler-281 b,294.108191,44.770699,1835.00,,,
Kepler-281 c,294.108191,44.770699,1835.00,,,
Kepler-282 b,284.677277,44.797684,1390.97,,,
Kepler-282 c,284.677277,44.797684,1390.97,,,
Kepler-282 d,284.677277,44.797684,1390.97,,,
Kepler-282 e,284.677277,44.797684,1390.97,,,
Kepler-283 b,293.613726,47.838998,474.33,,,
Kepler-283 c,293.613726,47.838998,474.33,,,
Kepler-284 b,293.146491,47.729649,1062.79,,,
Kepler-284 c,293.146491,47.729649,1062.79,,,
Kepler-285 b,291.390905,48.065609,844.17,,,
Kepler-285 c,291.390905,48.065609,844.17,,,
Kepler-286 b,290.676145,48.294289,1266.68,,,
Kepler-286 c,290.676145,48.294289,1266.68,,,
Kepler-286 d,290.676145,48.294289,1266.68,,,
Kepler-286 e,290.676145,48.294289,1266.68,,,
Kepler-287 b,290.927458,48.443550,856.33,,,
